redistribution_boundaries,canadian_province,province_canadienne,electoral_district_number_numéro_de_circonscription,electoral_district_name_english_anglais,electoral_district_name_english_anglais2,nom_de_circonscription_français_french,nom_de_circonscription_français_french2
2005,Saskatchewan,Saskatchewan,47004,Cypress Hills--Grasslands,Cypress Hills—Grasslands,Cypress Hills--Grasslands,Cypress Hills—Grasslands
2005,Saskatchewan,Saskatchewan,47005,Palliser,Palliser,Palliser,Palliser
2005,Saskatchewan,Saskatchewan,47006,Prince Albert,Prince Albert,Prince Albert,Prince Albert
2005,Saskatchewan,Saskatchewan,47007,Regina--Lumsden--Lake Centre,Regina—Lumsden—Lake Centre,Regina--Lumsden--Lake Centre,Regina—Lumsden—Lake Centre
2005,Saskatchewan,Saskatchewan,47008,Regina--Qu'Appelle,Regina—Qu'Appelle,Regina--Qu'Appelle,Regina—Qu'Appelle
2005,Saskatchewan,Saskatchewan,47009,Saskatoon--Humboldt,Saskatoon—Humboldt,Saskatoon--Humboldt,Saskatoon—Humboldt
2005,Saskatchewan,Saskatchewan,47010,Saskatoon--Rosetown--Biggar,Saskatoon—Rosetown—Biggar,Saskatoon--Rosetown--Biggar,Saskatoon—Rosetown—Biggar
2005,Saskatchewan,Saskatchewan,47011,Saskatoon--Wanuskewin,Saskatoon—Wanuskewin,Saskatoon--Wanuskewin,Saskatoon—Wanuskewin
2005,Saskatchewan,Saskatchewan,47012,Souris--Moose Mountain,Souris—Moose Mountain,Souris--Moose Mountain,Souris—Moose Mountain
2005,Saskatchewan,Saskatchewan,47013,Wascana,Wascana,Wascana,Wascana
2005,Saskatchewan,Saskatchewan,47014,Yorkton--Melville,Yorkton—Melville,Yorkton--Melville,Yorkton—Melville
2005,Yukon,Yukon,60001,Yukon,Yukon,Yukon,Yukon
2013,Alberta,Alberta,48001,Banff--Airdrie,Banff—Airdrie,Banff--Airdrie,Banff—Airdrie
2013,Alberta,Alberta,48002,Battle River--Crowfoot,Battle River—Crowfoot,Battle River--Crowfoot,Battle River—Crowfoot
2013,Alberta,Alberta,48003,Bow River,Bow River,Bow River,Bow River
2013,Alberta,Alberta,48004,Calgary Centre,Calgary Centre,Calgary-Centre,Calgary-Centre
2013,Alberta,Alberta,48005,Calgary Confederation,Calgary Confederation,Calgary Confederation,Calgary Confederation
2013,Alberta,Alberta,48006,Calgary Forest Lawn,Calgary Forest Lawn,Calgary Forest Lawn,Calgary Forest Lawn
2013,Alberta,Alberta,48007,Calgary Heritage,Calgary Heritage,Calgary Heritage,Calgary Heritage
2013,Alberta,Alberta,48008,Calgary Midnapore,Calgary Midnapore,Calgary Midnapore,Calgary Midnapore
2013,Alberta,Alberta,48009,Calgary Nose Hill,Calgary Nose Hill,Calgary Nose Hill,Calgary Nose Hill
2013,Alberta,Alberta,48010,Calgary Rocky Ridge,Calgary Rocky Ridge,Calgary Rocky Ridge,Calgary Rocky Ridge
2013,Alberta,Alberta,48011,Calgary Shepard,Calgary Shepard,Calgary Shepard,Calgary Shepard
2013,Alberta,Alberta,48012,Calgary Signal Hill,Calgary Signal Hill,Calgary Signal Hill,Calgary Signal Hill
2013,Alberta,Alberta,48013,Calgary Skyview,Calgary Skyview,Calgary Skyview,Calgary Skyview
2013,Alberta,Alberta,48014,Edmonton Centre,Edmonton Centre,Edmonton-Centre,Edmonton-Centre
2013,Alberta,Alberta,48015,Edmonton Griesbach,Edmonton Griesbach,Edmonton Griesbach,Edmonton Griesbach
2013,Alberta,Alberta,48016,Edmonton Manning,Edmonton Manning,Edmonton Manning,Edmonton Manning
2013,Alberta,Alberta,48017,Edmonton Mill Woods,Edmonton Mill Woods,Edmonton Mill Woods,Edmonton Mill Woods
2013,Alberta,Alberta,48018,Edmonton Riverbend,Edmonton Riverbend,Edmonton Riverbend,Edmonton Riverbend
2013,Alberta,Alberta,48019,Edmonton Strathcona,Edmonton Strathcona,Edmonton Strathcona,Edmonton Strathcona
2013,Alberta,Alberta,48020,Edmonton West,Edmonton West,Edmonton-Ouest,Edmonton-Ouest
2013,Alberta,Alberta,48021,Edmonton--Wetaskiwin,Edmonton—Wetaskiwin,Edmonton--Wetaskiwin,Edmonton—Wetaskiwin
2013,Alberta,Alberta,48022,Foothills,Foothills,Foothills,Foothills
2013,Alberta,Alberta,48023,Fort McMurray--Cold Lake,Fort McMurray—Cold Lake,Fort McMurray--Cold Lake,Fort McMurray—Cold Lake
2013,Alberta,Alberta,48024,Grande Prairie--Mackenzie,Grande Prairie—Mackenzie,Grande Prairie--Mackenzie,Grande Prairie—Mackenzie
2013,Alberta,Alberta,48025,Lakeland,Lakeland,Lakeland,Lakeland
2013,Alberta,Alberta,48026,Lethbridge,Lethbridge,Lethbridge,Lethbridge
2013,Alberta,Alberta,48027,Medicine Hat--Cardston--Warner,Medicine Hat—Cardston—Warner,Medicine Hat--Cardston--Warner,Medicine Hat—Cardston—Warner
2013,Alberta,Alberta,48028,Peace River--Westlock,Peace River—Westlock,Peace River--Westlock,Peace River—Westlock
2013,Alberta,Alberta,48029,Red Deer--Mountain View,Red Deer—Mountain View,Red Deer--Mountain View,Red Deer—Mountain View
2013,Alberta,Alberta,48030,Red Deer--Lacombe,Red Deer—Lacombe,Red Deer--Lacombe,Red Deer—Lacombe
2013,Alberta,Alberta,48031,St. Albert--Edmonton,St. Albert—Edmonton,St. Albert--Edmonton,St. Albert—Edmonton
2013,Alberta,Alberta,48032,Sherwood Park--Fort Saskatchewan,Sherwood Park—Fort Saskatchewan,Sherwood Park--Fort Saskatchewan,Sherwood Park—Fort Saskatchewan
2013,Alberta,Alberta,48033,Sturgeon River--Parkland,Sturgeon River—Parkland,Sturgeon River--Parkland,Sturgeon River—Parkland
2013,Alberta,Alberta,48034,Yellowhead,Yellowhead,Yellowhead,Yellowhead
2013,British Columbia,Colombie-Britannique,59001,Abbotsford,Abbotsford,Abbotsford,Abbotsford
2013,British Columbia,Colombie-Britannique,59002,Burnaby North--Seymour,Burnaby North—Seymour,Burnaby-Nord--Seymour,Burnaby-Nord—Seymour
2013,British Columbia,Colombie-Britannique,59003,Burnaby South,Burnaby South,Burnaby-Sud,Burnaby-Sud
2013,British Columbia,Colombie-Britannique,59004,Cariboo--Prince George,Cariboo—Prince George,Cariboo--Prince George,Cariboo—Prince George
2013,British Columbia,Colombie-Britannique,59005,Central Okanagan--Similkameen--Nicola,Central Okanagan—Similkameen—Nicola,Central Okanagan--Similkameen--Nicola,Central Okanagan—Similkameen—Nicola
2013,British Columbia,Colombie-Britannique,59006,Chilliwack--Hope,Chilliwack—Hope,Chilliwack--Hope,Chilliwack—Hope
2013,British Columbia,Colombie-Britannique,59007,Cloverdale--Langley City,Cloverdale—Langley City,Cloverdale--Langley City,Cloverdale—Langley City
2013,British Columbia,Colombie-Britannique,59008,Coquitlam--Port Coquitlam,Coquitlam—Port Coquitlam,Coquitlam--Port Coquitlam,Coquitlam—Port Coquitlam
2013,British Columbia,Colombie-Britannique,59009,Courtenay--Alberni,Courtenay—Alberni,Courtenay--Alberni,Courtenay—Alberni
2013,British Columbia,Colombie-Britannique,59010,Cowichan--Malahat--Langford,Cowichan—Malahat—Langford,Cowichan--Malahat--Langford,Cowichan—Malahat—Langford
2013,British Columbia,Colombie-Britannique,59011,Delta,Delta,Delta,Delta
2013,British Columbia,Colombie-Britannique,59012,Fleetwood--Port Kells,Fleetwood—Port Kells,Fleetwood--Port Kells,Fleetwood—Port Kells
2013,British Columbia,Colombie-Britannique,59013,Kamloops--Thompson--Cariboo,Kamloops—Thompson—Cariboo,Kamloops--Thompson--Cariboo,Kamloops—Thompson—Cariboo
2013,British Columbia,Colombie-Britannique,59014,Kelowna--Lake Country,Kelowna—Lake Country,Kelowna--Lake Country,Kelowna—Lake Country
2013,British Columbia,Colombie-Britannique,59015,Kootenay--Columbia,Kootenay—Columbia,Kootenay--Columbia,Kootenay—Columbia
2013,British Columbia,Colombie-Britannique,59016,Langley--Aldergrove,Langley—Aldergrove,Langley--Aldergrove,Langley—Aldergrove
2013,British Columbia,Colombie-Britannique,59017,Mission--Matsqui--Fraser Canyon,Mission—Matsqui—Fraser Canyon,Mission--Matsqui--Fraser Canyon,Mission—Matsqui—Fraser Canyon
2013,British Columbia,Colombie-Britannique,59018,Nanaimo--Ladysmith,Nanaimo—Ladysmith,Nanaimo--Ladysmith,Nanaimo—Ladysmith
2013,British Columbia,Colombie-Britannique,59019,New Westminster--Burnaby,New Westminster—Burnaby,New Westminster--Burnaby,New Westminster—Burnaby
2013,British Columbia,Colombie-Britannique,59020,North Okanagan--Shuswap,North Okanagan—Shuswap,North Okanagan--Shuswap,North Okanagan—Shuswap
2013,British Columbia,Colombie-Britannique,59021,North Vancouver,North Vancouver,North Vancouver,North Vancouver
2013,British Columbia,Colombie-Britannique,59022,Pitt Meadows--Maple Ridge,Pitt Meadows—Maple Ridge,Pitt Meadows--Maple Ridge,Pitt Meadows—Maple Ridge
2013,British Columbia,Colombie-Britannique,59023,Port Moody--Coquitlam,Port Moody—Coquitlam,Port Moody--Coquitlam,Port Moody—Coquitlam
2013,British Columbia,Colombie-Britannique,59024,Prince George--Peace River--Northern Rockies,Prince George—Peace River—Northern Rockies,Prince George--Peace River--Northern Rockies,Prince George—Peace River—Northern Rockies
2013,British Columbia,Colombie-Britannique,59025,Richmond Centre,Richmond Centre,Richmond-Centre,Richmond-Centre
2013,British Columbia,Colombie-Britannique,59026,Esquimalt--Saanich--Sooke,Esquimalt—Saanich—Sooke,Esquimalt--Saanich--Sooke,Esquimalt—Saanich—Sooke
2013,British Columbia,Colombie-Britannique,59027,Saanich--Gulf Islands,Saanich—Gulf Islands,Saanich--Gulf Islands,Saanich—Gulf Islands
2013,British Columbia,Colombie-Britannique,59028,Skeena--Bulkley Valley,Skeena—Bulkley Valley,Skeena--Bulkley Valley,Skeena—Bulkley Valley
2013,British Columbia,Colombie-Britannique,59029,South Okanagan--West Kootenay,South Okanagan—West Kootenay,Okanagan-Sud--Kootenay-Ouest,Okanagan-Sud—Kootenay-Ouest
2013,British Columbia,Colombie-Britannique,59030,South Surrey--White Rock,South Surrey—White Rock,Surrey-Sud--White Rock,Surrey-Sud—White Rock
2013,British Columbia,Colombie-Britannique,59031,Steveston--Richmond East,Steveston—Richmond East,Steveston--Richmond-Est,Steveston—Richmond-Est
2013,British Columbia,Colombie-Britannique,59032,Surrey Centre,Surrey Centre,Surrey-Centre,Surrey-Centre
2013,British Columbia,Colombie-Britannique,59033,Surrey--Newton,Surrey—Newton,Surrey--Newton,Surrey—Newton
2013,British Columbia,Colombie-Britannique,59034,Vancouver Centre,Vancouver Centre,Vancouver-Centre,Vancouver-Centre
2013,British Columbia,Colombie-Britannique,59035,Vancouver East,Vancouver East,Vancouver-Est,Vancouver-Est
2013,British Columbia,Colombie-Britannique,59036,Vancouver Granville,Vancouver Granville,Vancouver Granville,Vancouver Granville
2013,British Columbia,Colombie-Britannique,59037,North Island--Powell River,North Island—Powell River,North Island--Powell River,North Island—Powell River
2013,British Columbia,Colombie-Britannique,59038,Vancouver Kingsway,Vancouver Kingsway,Vancouver Kingsway,Vancouver Kingsway
2013,British Columbia,Colombie-Britannique,59039,Vancouver Quadra,Vancouver Quadra,Vancouver Quadra,Vancouver Quadra
2013,British Columbia,Colombie-Britannique,59040,Vancouver South,Vancouver South,Vancouver-Sud,Vancouver-Sud
2013,British Columbia,Colombie-Britannique,59041,Victoria,Victoria,Victoria,Victoria
2013,British Columbia,Colombie-Britannique,59042,West Vancouver--Sunshine Coast--Sea to Sky Country,West Vancouver—Sunshine Coast—Sea to Sky Country,West Vancouver--Sunshine Coast--Sea to Sky Country,West Vancouver—Sunshine Coast—Sea to Sky Country
2013,Manitoba,Manitoba,46001,Brandon--Souris,Brandon—Souris,Brandon--Souris,Brandon—Souris
2013,Manitoba,Manitoba,46002,Charleswood--St. James--Assiniboia--Headingley,Charleswood—St. James—Assiniboia—Headingley,Charleswood--St. James--Assiniboia--Headingley,Charleswood—St. James—Assiniboia—Headingley
2013,Manitoba,Manitoba,46003,Churchill--Keewatinook Aski,Churchill—Keewatinook Aski,Churchill--Keewatinook Aski,Churchill—Keewatinook Aski
2013,Manitoba,Manitoba,46004,Dauphin--Swan River--Neepawa,Dauphin—Swan River—Neepawa,Dauphin--Swan River--Neepawa,Dauphin—Swan River—Neepawa
2013,Manitoba,Manitoba,46005,Elmwood--Transcona,Elmwood—Transcona,Elmwood--Transcona,Elmwood—Transcona
2013,Manitoba,Manitoba,46006,Kildonan--St. Paul,Kildonan—St. Paul,Kildonan--St. Paul,Kildonan—St. Paul
2013,Manitoba,Manitoba,46007,Portage--Lisgar,Portage—Lisgar,Portage--Lisgar,Portage—Lisgar
2013,Manitoba,Manitoba,46008,Provencher,Provencher,Provencher,Provencher
2013,Manitoba,Manitoba,46009,Saint Boniface--Saint Vital,Saint Boniface—Saint Vital,Saint-Boniface--Saint-Vital,Saint-Boniface—Saint-Vital
2013,Manitoba,Manitoba,46010,Selkirk--Interlake--Eastman,Selkirk—Interlake—Eastman,Selkirk--Interlake--Eastman,Selkirk—Interlake—Eastman
2013,Manitoba,Manitoba,46011,Winnipeg Centre,Winnipeg Centre,Winnipeg-Centre,Winnipeg-Centre
2013,Manitoba,Manitoba,46012,Winnipeg North,Winnipeg North,Winnipeg-Nord,Winnipeg-Nord
2013,Manitoba,Manitoba,46013,Winnipeg South,Winnipeg South,Winnipeg-Sud,Winnipeg-Sud
2013,Manitoba,Manitoba,46014,Winnipeg South Centre,Winnipeg South Centre,Winnipeg-Centre-Sud,Winnipeg-Centre-Sud
2013,New Brunswick,Nouveau-Brunswick,13001,Acadie--Bathurst,Acadie—Bathurst,Acadie--Bathurst,Acadie—Bathurst
2013,New Brunswick,Nouveau-Brunswick,13002,Beauséjour,Beauséjour,Beauséjour,Beauséjour
2013,New Brunswick,Nouveau-Brunswick,13003,Fredericton,Fredericton,Fredericton,Fredericton
2013,New Brunswick,Nouveau-Brunswick,13004,Fundy Royal,Fundy Royal,Fundy Royal,Fundy Royal
2013,New Brunswick,Nouveau-Brunswick,13005,Madawaska--Restigouche,Madawaska—Restigouche,Madawaska--Restigouche,Madawaska—Restigouche
2013,New Brunswick,Nouveau-Brunswick,13006,Miramichi--Grand Lake,Miramichi—Grand Lake,Miramichi--Grand Lake,Miramichi—Grand Lake
2013,New Brunswick,Nouveau-Brunswick,13007,Moncton--Riverview--Dieppe,Moncton—Riverview—Dieppe,Moncton--Riverview--Dieppe,Moncton—Riverview—Dieppe
2013,New Brunswick,Nouveau-Brunswick,13008,New Brunswick Southwest,New Brunswick Southwest,Nouveau-Brunswick-Sud-Ouest,Nouveau-Brunswick-Sud-Ouest
2013,New Brunswick,Nouveau-Brunswick,13009,Saint John--Rothesay,Saint John—Rothesay,Saint John--Rothesay,Saint John—Rothesay
2013,New Brunswick,Nouveau-Brunswick,13010,Tobique--Mactaquac,Tobique—Mactaquac,Tobique--Mactaquac,Tobique—Mactaquac
2013,Newfoundland and Labrador,Terre-Neuve-et-Labrador,10001,Avalon,Avalon,Avalon,Avalon
2013,Newfoundland and Labrador,Terre-Neuve-et-Labrador,10002,Bonavista--Burin--Trinity,Bonavista—Burin—Trinity,Bonavista--Burin--Trinity,Bonavista—Burin—Trinity
2013,Newfoundland and Labrador,Terre-Neuve-et-Labrador,10003,Coast of Bays--Central--Notre Dame,Coast of Bays—Central—Notre Dame,Coast of Bays--Central--Notre Dame,Coast of Bays—Central—Notre Dame
2013,Newfoundland and Labrador,Terre-Neuve-et-Labrador,10004,Labrador,Labrador,Labrador,Labrador
2013,Newfoundland and Labrador,Terre-Neuve-et-Labrador,10005,Long Range Mountains,Long Range Mountains,Long Range Mountains,Long Range Mountains
2013,Newfoundland and Labrador,Terre-Neuve-et-Labrador,10006,St. John's East,St. John's East,St. John's-Est,St. John's-Est
2013,Newfoundland and Labrador,Terre-Neuve-et-Labrador,10007,St. John's South--Mount Pearl,St. John's South—Mount Pearl,St. John's-Sud--Mount Pearl,St. John's-Sud—Mount Pearl
2013,Northwest Territories,Territoires du Nord-Ouest,61001,Northwest Territories,Northwest Territories,Territoires du Nord-Ouest,Territoires du Nord-Ouest
2013,Nova Scotia,Nouvelle-Écosse,12001,Cape Breton--Canso,Cape Breton—Canso,Cape Breton--Canso,Cape Breton—Canso
2013,Nova Scotia,Nouvelle-Écosse,12002,Central Nova,Central Nova,Nova-Centre,Nova-Centre
2013,Nova Scotia,Nouvelle-Écosse,12003,Cumberland--Colchester,Cumberland—Colchester,Cumberland--Colchester,Cumberland—Colchester
2013,Nova Scotia,Nouvelle-Écosse,12004,Dartmouth--Cole Harbour,Dartmouth—Cole Harbour,Dartmouth--Cole Harbour,Dartmouth—Cole Harbour
2013,Nova Scotia,Nouvelle-Écosse,12005,Halifax,Halifax,Halifax,Halifax
2013,Nova Scotia,Nouvelle-Écosse,12006,Halifax West,Halifax West,Halifax-Ouest,Halifax-Ouest
2013,Nova Scotia,Nouvelle-Écosse,12007,Kings--Hants,Kings—Hants,Kings--Hants,Kings—Hants
2013,Nova Scotia,Nouvelle-Écosse,12008,Sackville--Preston--Chezzetcook,Sackville—Preston—Chezzetcook,Sackville--Preston--Chezzetcook,Sackville—Preston—Chezzetcook
2013,Nova Scotia,Nouvelle-Écosse,12009,South Shore--St. Margarets,South Shore—St. Margarets,South Shore--St. Margarets,South Shore—St. Margarets
2013,Nova Scotia,Nouvelle-Écosse,12010,Sydney--Victoria,Sydney—Victoria,Sydney--Victoria,Sydney—Victoria
2013,Nova Scotia,Nouvelle-Écosse,12011,West Nova,West Nova,Nova-Ouest,Nova-Ouest
2013,Nunavut,Nunavut,62001,Nunavut,Nunavut,Nunavut,Nunavut
2013,Ontario,Ontario,35001,Ajax,Ajax,Ajax,Ajax
2013,Ontario,Ontario,35002,Algoma--Manitoulin--Kapuskasing,Algoma—Manitoulin—Kapuskasing,Algoma--Manitoulin--Kapuskasing,Algoma—Manitoulin—Kapuskasing
2013,Ontario,Ontario,35003,Aurora--Oak Ridges--Richmond Hill,Aurora—Oak Ridges—Richmond Hill,Aurora--Oak Ridges--Richmond Hill,Aurora—Oak Ridges—Richmond Hill
2013,Ontario,Ontario,35004,Barrie--Innisfil,Barrie—Innisfil,Barrie--Innisfil,Barrie—Innisfil
2013,Ontario,Ontario,35005,Barrie--Springwater--Oro-Medonte,Barrie—Springwater—Oro-Medonte,Barrie--Springwater--Oro-Medonte,Barrie—Springwater—Oro-Medonte
2013,Ontario,Ontario,35006,Bay of Quinte,Bay of Quinte,Baie de Quinte,Baie de Quinte
2013,Ontario,Ontario,35007,Beaches--East York,Beaches—East York,Beaches--East York,Beaches—East York
2013,Ontario,Ontario,35008,Brampton Centre,Brampton Centre,Brampton-Centre,Brampton-Centre
2013,Ontario,Ontario,35009,Brampton East,Brampton East,Brampton-Est,Brampton-Est
2013,Ontario,Ontario,35010,Brampton North,Brampton North,Brampton-Nord,Brampton-Nord
2013,Ontario,Ontario,35011,Brampton South,Brampton South,Brampton-Sud,Brampton-Sud
2013,Ontario,Ontario,35012,Brampton West,Brampton West,Brampton-Ouest,Brampton-Ouest
2013,Ontario,Ontario,35013,Brantford--Brant,Brantford—Brant,Brantford--Brant,Brantford—Brant
2013,Ontario,Ontario,35014,Bruce--Grey--Owen Sound,Bruce—Grey—Owen Sound,Bruce--Grey--Owen Sound,Bruce—Grey—Owen Sound
2013,Ontario,Ontario,35015,Burlington,Burlington,Burlington,Burlington
2013,Ontario,Ontario,35016,Cambridge,Cambridge,Cambridge,Cambridge
2013,Ontario,Ontario,35017,Chatham-Kent--Leamington,Chatham-Kent—Leamington,Chatham-Kent--Leamington,Chatham-Kent—Leamington
2013,Ontario,Ontario,35018,Davenport,Davenport,Davenport,Davenport
2013,Ontario,Ontario,35019,Don Valley East,Don Valley East,Don Valley-Est,Don Valley-Est
2013,Ontario,Ontario,35020,Don Valley North,Don Valley North,Don Valley-Nord,Don Valley-Nord
2013,Ontario,Ontario,35021,Don Valley West,Don Valley West,Don Valley-Ouest,Don Valley-Ouest
2013,Ontario,Ontario,35022,Dufferin--Caledon,Dufferin—Caledon,Dufferin--Caledon,Dufferin—Caledon
2013,Ontario,Ontario,35023,Durham,Durham,Durham,Durham
2013,Ontario,Ontario,35024,Eglinton--Lawrence,Eglinton—Lawrence,Eglinton--Lawrence,Eglinton—Lawrence
2013,Ontario,Ontario,35025,Elgin--Middlesex--London,Elgin—Middlesex—London,Elgin--Middlesex--London,Elgin—Middlesex—London
2013,Ontario,Ontario,35026,Essex,Essex,Essex,Essex
2013,Ontario,Ontario,35027,Etobicoke Centre,Etobicoke Centre,Etobicoke-Centre,Etobicoke-Centre
2013,Ontario,Ontario,35028,Etobicoke--Lakeshore,Etobicoke—Lakeshore,Etobicoke--Lakeshore,Etobicoke—Lakeshore
2013,Ontario,Ontario,35029,Etobicoke North,Etobicoke North,Etobicoke-Nord,Etobicoke-Nord
2013,Ontario,Ontario,35030,Flamborough--Glanbrook,Flamborough—Glanbrook,Flamborough--Glanbrook,Flamborough—Glanbrook
2013,Ontario,Ontario,35031,Glengarry--Prescott--Russell,Glengarry—Prescott—Russell,Glengarry--Prescott--Russell,Glengarry—Prescott—Russell
2013,Ontario,Ontario,35032,Guelph,Guelph,Guelph,Guelph
2013,Ontario,Ontario,35033,Haldimand--Norfolk,Haldimand—Norfolk,Haldimand--Norfolk,Haldimand—Norfolk
2013,Ontario,Ontario,35034,Haliburton--Kawartha Lakes--Brock,Haliburton—Kawartha Lakes—Brock,Haliburton--Kawartha Lakes--Brock,Haliburton—Kawartha Lakes—Brock
2013,Ontario,Ontario,35035,Hamilton Centre,Hamilton Centre,Hamilton-Centre,Hamilton-Centre
2013,Ontario,Ontario,35036,Hamilton East--Stoney Creek,Hamilton East—Stoney Creek,Hamilton-Est--Stoney Creek,Hamilton-Est—Stoney Creek
2013,Ontario,Ontario,35037,Hamilton Mountain,Hamilton Mountain,Hamilton Mountain,Hamilton Mountain
2013,Ontario,Ontario,35038,Hamilton West--Ancaster--Dundas,Hamilton West—Ancaster—Dundas,Hamilton-Ouest--Ancaster--Dundas,Hamilton-Ouest—Ancaster—Dundas
2013,Ontario,Ontario,35039,Hastings--Lennox and Addington,Hastings—Lennox and Addington,Hastings--Lennox and Addington,Hastings—Lennox and Addington
2013,Ontario,Ontario,35040,Huron--Bruce,Huron—Bruce,Huron--Bruce,Huron—Bruce
2013,Ontario,Ontario,35041,Kanata--Carleton,Kanata—Carleton,Kanata--Carleton,Kanata—Carleton
2013,Ontario,Ontario,35042,Kenora,Kenora,Kenora,Kenora
2013,Ontario,Ontario,35043,King--Vaughan,King—Vaughan,King--Vaughan,King—Vaughan
2013,Ontario,Ontario,35044,Kingston and the Islands,Kingston and the Islands,Kingston et les Îles,Kingston et les Îles
2013,Ontario,Ontario,35045,Kitchener Centre,Kitchener Centre,Kitchener-Centre,Kitchener-Centre
2013,Ontario,Ontario,35046,Kitchener--Conestoga,Kitchener—Conestoga,Kitchener--Conestoga,Kitchener—Conestoga
2013,Ontario,Ontario,35047,Kitchener South--Hespeler,Kitchener South—Hespeler,Kitchener-Sud--Hespeler,Kitchener-Sud—Hespeler
2013,Ontario,Ontario,35048,Lambton--Kent--Middlesex,Lambton—Kent—Middlesex,Lambton--Kent--Middlesex,Lambton—Kent—Middlesex
2013,Ontario,Ontario,35049,Lanark--Frontenac--Kingston,Lanark—Frontenac—Kingston,Lanark--Frontenac--Kingston,Lanark—Frontenac—Kingston
2013,Ontario,Ontario,35050,Leeds--Grenville--Thousand Islands and Rideau Lakes,Leeds—Grenville—Thousand Islands and Rideau Lakes,Leeds--Grenville--Thousand Islands et Rideau Lakes,Leeds—Grenville—Thousand Islands et Rideau Lakes
2013,Ontario,Ontario,35051,London--Fanshawe,London—Fanshawe,London--Fanshawe,London—Fanshawe
2013,Ontario,Ontario,35052,London North Centre,London North Centre,London-Centre-Nord,London-Centre-Nord
2013,Ontario,Ontario,35053,London West,London West,London-Ouest,London-Ouest
2013,Ontario,Ontario,35054,Markham--Stouffville,Markham—Stouffville,Markham--Stouffville,Markham—Stouffville
2013,Ontario,Ontario,35055,Markham--Thornhill,Markham—Thornhill,Markham--Thornhill,Markham—Thornhill
2013,Ontario,Ontario,35056,Markham--Unionville,Markham—Unionville,Markham--Unionville,Markham—Unionville
2013,Ontario,Ontario,35057,Milton,Milton,Milton,Milton
2013,Ontario,Ontario,35058,Mississauga Centre,Mississauga Centre,Mississauga-Centre,Mississauga-Centre
2013,Ontario,Ontario,35059,Mississauga East--Cooksville,Mississauga East—Cooksville,Mississauga-Est--Cooksville,Mississauga-Est—Cooksville
2013,Ontario,Ontario,35060,Mississauga--Erin Mills,Mississauga—Erin Mills,Mississauga--Erin Mills,Mississauga—Erin Mills
2013,Ontario,Ontario,35061,Mississauga--Lakeshore,Mississauga—Lakeshore,Mississauga--Lakeshore,Mississauga—Lakeshore
2013,Ontario,Ontario,35062,Mississauga--Malton,Mississauga—Malton,Mississauga--Malton,Mississauga—Malton
2013,Ontario,Ontario,35063,Mississauga--Streetsville,Mississauga—Streetsville,Mississauga--Streetsville,Mississauga—Streetsville
2013,Ontario,Ontario,35064,Nepean,Nepean,Nepean,Nepean
2013,Ontario,Ontario,35065,Newmarket--Aurora,Newmarket—Aurora,Newmarket--Aurora,Newmarket—Aurora
2013,Ontario,Ontario,35066,Niagara Centre,Niagara Centre,Niagara-Centre,Niagara-Centre
2013,Ontario,Ontario,35067,Niagara Falls,Niagara Falls,Niagara Falls,Niagara Falls
2013,Ontario,Ontario,35068,Niagara West,Niagara West,Niagara-Ouest,Niagara-Ouest
2013,Ontario,Ontario,35069,Nickel Belt,Nickel Belt,Nickel Belt,Nickel Belt
2013,Ontario,Ontario,35070,Nipissing--Timiskaming,Nipissing—Timiskaming,Nipissing--Timiskaming,Nipissing—Timiskaming
2013,Ontario,Ontario,35071,Northumberland--Peterborough South,Northumberland—Peterborough South,Northumberland--Peterborough-Sud,Northumberland—Peterborough-Sud
2013,Ontario,Ontario,35072,Oakville,Oakville,Oakville,Oakville
2013,Ontario,Ontario,35073,Oakville North--Burlington,Oakville North—Burlington,Oakville-Nord--Burlington,Oakville-Nord—Burlington
2013,Ontario,Ontario,35074,Oshawa,Oshawa,Oshawa,Oshawa
2013,Ontario,Ontario,35075,Ottawa Centre,Ottawa Centre,Ottawa-Centre,Ottawa-Centre
2013,Ontario,Ontario,35076,Orléans,Orléans,Orléans,Orléans
2013,Ontario,Ontario,35077,Ottawa South,Ottawa South,Ottawa-Sud,Ottawa-Sud
2013,Ontario,Ontario,35078,Ottawa--Vanier,Ottawa—Vanier,Ottawa--Vanier,Ottawa—Vanier
2013,Ontario,Ontario,35079,Ottawa West--Nepean,Ottawa West—Nepean,Ottawa-Ouest--Nepean,Ottawa-Ouest—Nepean
2013,Ontario,Ontario,35080,Oxford,Oxford,Oxford,Oxford
2013,Ontario,Ontario,35081,Parkdale--High Park,Parkdale—High Park,Parkdale--High Park,Parkdale—High Park
2013,Ontario,Ontario,35082,Parry Sound--Muskoka,Parry Sound—Muskoka,Parry Sound--Muskoka,Parry Sound—Muskoka
2013,Ontario,Ontario,35083,Perth--Wellington,Perth—Wellington,Perth--Wellington,Perth—Wellington
2013,Ontario,Ontario,35084,Peterborough--Kawartha,Peterborough—Kawartha,Peterborough--Kawartha,Peterborough—Kawartha
2013,Ontario,Ontario,35085,Pickering--Uxbridge,Pickering—Uxbridge,Pickering--Uxbridge,Pickering—Uxbridge
2013,Ontario,Ontario,35086,Renfrew--Nipissing--Pembroke,Renfrew—Nipissing—Pembroke,Renfrew--Nipissing--Pembroke,Renfrew—Nipissing—Pembroke
2013,Ontario,Ontario,35087,Richmond Hill,Richmond Hill,Richmond Hill,Richmond Hill
